Incident Subcategory,,Fraction missing values,dtype,num unique values,top,freq,mean,min,25%,50%,75%,max,std
Courtesy Report,Report Datetime,0.0,text,5,2019/10/18 02:16:00 PM,1,,,,,,,
Courtesy Report,Row ID,0.0,Whole Number,5,,,86306468030.0,77031868030.0,85989368030.0,88410068030.0,89986468030.0,90114568030.0,5444903950.943487
Courtesy Report,Incident ID,0.0,Whole Number,5,,,863064.0,770318.0,859893.0,884100.0,899864.0,901145.0,54449.03950943487
Courtesy Report,Incident Number,0.0,text,5,190235024,1,,,,,,,
Courtesy Report,CAD Number,0.4,Decimal number,3,,,192315294.0,190461867.0,191686993.5,192912120.0,193242007.5,193571895.0,1638663.936230672
Courtesy Report,Report Type Code,0.0,text,2,IS,4,,,,,,,
Courtesy Report,Report Type Description,0.0,text,2,Initial Supplement,4,,,,,,,
Courtesy Report,Incident Code,0.0,Whole Number,1,,,68030.0,68030.0,68030.0,68030.0,68030.0,68030.0,0.0
Courtesy Report,Incident Category,0.0,text,1,Courtesy Report,5,,,,,,,
Courtesy Report,Incident Subcategory,0.0,text,1,Courtesy Report,5,,,,,,,
Courtesy Report,Incident Description,0.0,text,1,Courtesy Report,5,,,,,,,
Courtesy Report,Resolution,0.0,text,2,Cite or Arrest Adult,4,,,,,,,
Courtesy Report,Intersection,0.0,text,4,BOARDMAN PL \ BRYANT ST,2,,,,,,,
Courtesy Report,CNN,0.0,Decimal number,4,,,24464600.0,23914000.0,23914000.0,24172000.0,25148000.0,25175000.0,644910.6914914653
Courtesy Report,Police District,0.0,text,3,Tenderloin,2,,,,,,,
Courtesy Report,Analysis Neighborhood,0.0,text,3,Tenderloin,2,,,,,,,
Courtesy Report,Supervisor District,0.0,Decimal number,2,,,6.4,6.0,6.0,6.0,6.0,8.0,0.8944271909999157
Courtesy Report,Latitude,0.0,Decimal number,4,,,37.775676121713246,37.76257883049033,37.7751608100771,37.7751608100771,37.782169269140326,37.78331088878137,0.008254101423489374
Courtesy Report,Longitude,0.0,Decimal number,4,,,-122.41309111322555,-122.42166247826908,-122.4189932746152,-122.41752877437465,-122.40363551943442,-122.40363551943442,0.008758041335525112
Courtesy Report,Neighborhoods,0.0,Decimal number,3,,,31.4,20.0,20.0,32.0,32.0,53.0,13.48332303254654
Courtesy Report,ESNCAG - Boundary File,1.0,Decimal number,0,,,,,,,,,
Courtesy Report,Central Market/Tenderloin Boundary Polygon - Updated,0.6,Decimal number,1,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Courtesy Report,Civic Center Harm Reduction Project Boundary,0.6,Decimal number,1,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Courtesy Report,HSOC Zones as of 2018-06-05,0.6,Decimal number,2,,,2.0,1.0,1.5,2.0,2.5,3.0,1.4142135623730951
Courtesy Report,Current Supervisor Districts,0.0,Decimal number,2,,,9.0,5.0,10.0,10.0,10.0,10.0,2.23606797749979
Courtesy Report,Current Police Districts,0.0,Decimal number,4,,,2.8,1.0,1.0,3.0,4.0,5.0,1.7888543819998317
Courtesy Report,ID,0.0,Whole Number,5,,,61113.4,57073.0,58152.0,63113.0,63613.0,63616.0,3225.063146668604
Courtesy Report,Court Number,0.0,Whole Number,5,,,19012939.4,19002554.0,19005230.0,19018088.0,19019410.0,19019415.0,8330.68909514693
Courtesy Report,Arrest Date_x,0.0,text,4,2019/12/12,2,,,,,,,
Courtesy Report,Filed Case Type,0.0,text,1,Felony,5,,,,,,,
Courtesy Report,List of Filed Charges,0.0,text,5,",11351,11351.5,",1,,,,,,,
Courtesy Report,Crime Type,0.0,text,1,DRUG,5,,,,,,,
Courtesy Report,Crime Description,0.0,text,1,Narcotics,5,,,,,,,
Courtesy Report,Type,0.0,text,1,New Filing,5,,,,,,,
Courtesy Report,Filing.Date,0.0,Date + time,4,,,2019-08-21 14:24:00,2019-02-19 00:00:00,2019-04-05 00:00:00,2019-11-19 00:00:00,2019-12-16 00:00:00,2019-12-16 00:00:00,
Courtesy Report,Status,0.0,text,1,CLO,5,,,,,,,
Courtesy Report,Attempt,0.0,Decimal number,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Courtesy Report,Filed.Charge.List,0.0,text,5,"11351/F/0, 11351/F/0, 11351.5/F/0",1,,,,,,,
Courtesy Report,Case.Dispo,0.0,Whole Number,4,,,94.6,68.0,68.0,73.0,74.0,190.0,53.402247143729824
Courtesy Report,Case.Dispo.Date,0.0,Date + time,5,,,2019-12-05 00:00:00,2019-04-10 00:00:00,2020-01-02 00:00:00,2020-02-06 00:00:00,2020-02-10 00:00:00,2020-02-24 00:00:00,
Courtesy Report,Dispo.Description,0.0,text,4,1385 PC - Interest Of Justice,2,,,,,,,
Courtesy Report,Arrest Date_y,0.0,text,4,2019-12-12 00:00:00,2,,,,,,,
Courtesy Report,Filing Date,0.0,Date + time,4,,,2019-08-21 14:24:00,2019-02-19 00:00:00,2019-04-05 00:00:00,2019-11-19 00:00:00,2019-12-16 00:00:00,2019-12-16 00:00:00,
Courtesy Report,Dispo Code,0.0,text,4,68.0,2.0,,,,,,,
Courtesy Report,Dispo Description,0.0,text,4,1385 PC - Interest Of Justice ,2,,,,,,,
Courtesy Report,Dispo Date,0.0,Date + time,5,,,2019-12-05 00:00:00,2019-04-10 00:00:00,2020-01-02 00:00:00,2020-02-06 00:00:00,2020-02-10 00:00:00,2020-02-24 00:00:00,
Courtesy Report,Case Stage,0.0,text,3,                    ,2,,,,,,,
Courtesy Report,Custody Status,0.0,text,3,              ,2,,,,,,,
Courtesy Report,Outcome,0.0,text,3,DIM                 ,3,,,,,,,
Courtesy Report,Outcome Sub-Type,0.0,text,4,DFI                 ,2,,,,,,,
Courtesy Report,Outcome Sub-Type Description,0.0,text,4,Dismissal - Federal Indictme,2,,,,,,,
Courtesy Report,Dispo Case Type,0.0,text,1,Felony         ,5,,,,,,,
Courtesy Report,Sentence Type,0.0,text,2,                              ,4,,,,,,,
Courtesy Report,SP Term,1.0,Decimal number,0,,,,,,,,,
Courtesy Report,CJ Term,0.8,Decimal number,1,,,273.75,273.75,273.75,273.75,273.75,273.75,
Courtesy Report,Supervision Term,0.0,text,2,                ,4,,,,,,,
Courtesy Report,Program Term,1.0,Decimal number,0,,,,,,,,,
Courtesy Report,Forfeiture,0.0,text,1,                ,5,,,,,,,
Courtesy Report,Outcome Description,0.0,text,3,Dismissal          ,3,,,,,,,
Disorderly Conduct,index,0.0,Whole Number,48,,,14786.708333333334,1260.0,7775.75,15079.0,21522.25,28237.0,7848.349022642002
Disorderly Conduct,Incident Datetime,0.0,text,37,2019/12/13 11:20:00 AM,4,,,,,,,
Disorderly Conduct,Incident Date,0.0,text,36,2019/12/13,4,,,,,,,
Disorderly Conduct,Incident Time,0.0,text,35,11:20,5,,,,,,,
Disorderly Conduct,Incident Year,0.0,Whole Number,3,,,2018.5833333333333,2018.0,2018.0,2018.0,2019.0,2020.0,0.6789645850863051
Disorderly Conduct,Incident Day of Week,0.0,text,7,Tuesday,11,,,,,,,
Disorderly Conduct,Report Datetime,0.0,text,39,2019/12/13 11:23:00 AM,4,,,,,,,
Disorderly Conduct,Row ID,0.0,Whole Number,40,,,76011444796.60417,62760519022.0,66651814592.25,72920719016.0,85128894013.0,96089119010.0,9989428023.259518
Disorderly Conduct,Incident ID,0.0,Whole Number,39,,,760114.25,627605.0,666518.0,729207.0,851288.75,960891.0,99894.29330483469
Disorderly Conduct,Incident Number,0.0,text,36,190937286,4,,,,,,,
Disorderly Conduct,CAD Number,0.0,Decimal number,37,,,187566539.02083334,180241806.0,181293147.5,182966058.5,192693764.25,202570081.0,6944875.841286651
Disorderly Conduct,Report Type Code,0.0,text,2,II,43,,,,,,,
Disorderly Conduct,Report Type Description,0.0,text,2,Initial,43,,,,,,,
Disorderly Conduct,Incident Code,0.0,Whole Number,9,,,19796.604166666668,13115.0,19010.0,19020.0,19031.25,27110.0,4045.3236187489133
Disorderly Conduct,Incident Category,0.0,text,2,Disorderly Conduct,39,,,,,,,
Disorderly Conduct,Incident Subcategory,0.0,text,1,Disorderly Conduct,48,,,,,,,
Disorderly Conduct,Incident Description,0.0,text,9,"Public Nuisance, Committing",17,,,,,,,
Disorderly Conduct,Resolution,0.0,text,2,Cite or Arrest Adult,46,,,,,,,
Disorderly Conduct,Intersection,0.0,text,31,AVILA ST \ CHESTNUT ST,4,,,,,,,
Disorderly Conduct,CNN,0.0,Decimal number,31,,,25195583.333333332,20806000.0,24568500.0,25042000.0,25592000.0,30753000.0,1767215.345682066
Disorderly Conduct,Police District,0.0,text,9,Tenderloin,14,,,,,,,
Disorderly Conduct,Analysis Neighborhood,0.0,text,18,Tenderloin,16,,,,,,,
Disorderly Conduct,Supervisor District,0.0,Decimal number,9,,,5.291666666666667,1.0,4.5,6.0,6.0,11.0,2.0624126888891032
Disorderly Conduct,Latitude,0.0,Decimal number,31,,,37.780681431140515,37.717164307154746,37.77994422522246,37.783547134769414,37.786358950426,37.80811075299725,0.016826521645135775
Disorderly Conduct,Longitude,0.0,Decimal number,31,,,-122.41922329711957,-122.46294079022016,-122.4228747935594,-122.41782053130697,-122.40991759678106,-122.3898519611486,0.015657333559690033
Disorderly Conduct,Neighborhoods,0.0,Decimal number,20,,,47.729166666666664,5.0,20.0,32.0,83.5,108.0,34.79406869442056
Disorderly Conduct,ESNCAG - Boundary File,1.0,Decimal number,0,,,,,,,,,
Disorderly Conduct,Central Market/Tenderloin Boundary Polygon - Updated,0.6875,Decimal number,1,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Disorderly Conduct,Civic Center Harm Reduction Project Boundary,0.7291666666666666,Decimal number,1,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Disorderly Conduct,HSOC Zones as of 2018-06-05,0.7916666666666666,Decimal number,3,,,1.8,1.0,1.0,1.0,2.5,4.0,1.3165611772087666
Disorderly Conduct,Current Supervisor Districts,0.0,Decimal number,9,,,8.0625,1.0,5.75,10.0,10.0,11.0,3.2837851149018666
Disorderly Conduct,Current Police Districts,0.0,Decimal number,9,,,4.520833333333333,1.0,4.0,4.5,5.0,9.0,2.0210549523868413
Disorderly Conduct,ID,0.0,Whole Number,44,,,56698.979166666664,48129.0,50526.0,54411.0,62435.0,70480.0,6783.0534061140215
Disorderly Conduct,Court Number,0.0,Whole Number,38,,,15927122.645833334,2507502.0,18005822.0,18013897.0,19015099.0,20009963.0,6090512.054364226
Disorderly Conduct,Arrest Date_x,0.0,text,41,2018/08/09,2,,,,,,,
Disorderly Conduct,Filed Case Type,0.0,text,3,Misdemeanor,26,,,,,,,
Disorderly Conduct,List of Filed Charges,0.0,text,33,",594(B)1,",4,,,,,,,
Disorderly Conduct,Crime Type,0.0,text,15,OTHM,11,,,,,,,
Disorderly Conduct,Crime Description,0.0,text,17,Other-Misdemeanor,11,,,,,,,
Disorderly Conduct,Type,0.0,text,2,New Filing,41,,,,,,,
Disorderly Conduct,Filing.Date,0.0,Date + time,35,,,2019-01-19 04:30:00,2018-02-01 00:00:00,2018-05-26 18:00:00,2018-10-27 00:00:00,2019-09-27 00:00:00,2020-09-14 00:00:00,
Disorderly Conduct,Status,0.0,text,1,CLO,48,,,,,,,
Disorderly Conduct,Attempt,0.0,Decimal number,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disorderly Conduct,Filed.Charge.List,0.0,text,36,594B1/F/0,4,,,,,,,
Disorderly Conduct,Case.Dispo,0.0,Whole Number,8,,,125.95833333333333,49.0,68.0,72.0,190.0,193.0,61.993465109736015
Disorderly Conduct,Case.Dispo.Date,0.0,Date + time,35,,,2019-08-09 17:30:00,2018-04-13 00:00:00,2018-11-26 00:00:00,2019-08-02 12:00:00,2020-03-13 00:00:00,2021-05-12 00:00:00,
Disorderly Conduct,Dispo.Description,0.0,text,8,1385 PC - Interest Of Justice,16,,,,,,,
Disorderly Conduct,Arrest Date_y,0.0,text,35,2019-12-13 00:00:00,4,,,,,,,
Disorderly Conduct,Filing Date,0.0,Date + time,35,,,2019-01-19 04:30:00,2018-02-01 00:00:00,2018-05-26 18:00:00,2018-10-27 00:00:00,2019-09-27 00:00:00,2020-09-14 00:00:00,
Disorderly Conduct,Dispo Code,0.0,text,8,68.0,16.0,,,,,,,
Disorderly Conduct,Dispo Description,0.0,text,8,1385 PC - Interest Of Justice ,16,,,,,,,
Disorderly Conduct,Dispo Date,0.0,Date + time,35,,,2019-08-09 17:30:00,2018-04-13 00:00:00,2018-11-26 00:00:00,2019-08-02 12:00:00,2020-03-13 00:00:00,2021-05-12 00:00:00,
Disorderly Conduct,Case Stage,0.0,text,8,                    ,13,,,,,,,
Disorderly Conduct,Custody Status,0.0,text,3,I             ,18,,,,,,,
Disorderly Conduct,Outcome,0.0,text,4,DIM                 ,17,,,,,,,
Disorderly Conduct,Outcome Sub-Type,0.0,text,6,                    ,17,,,,,,,
Disorderly Conduct,Outcome Sub-Type Description,0.0,text,6,                            ,17,,,,,,,
Disorderly Conduct,Dispo Case Type,0.0,text,2,Misdemeanor    ,40,,,,,,,
Disorderly Conduct,Sentence Type,0.0,text,5,                              ,33,,,,,,,
Disorderly Conduct,SP Term,0.9791666666666666,Decimal number,1,,,1095.0,1095.0,1095.0,1095.0,1095.0,1095.0,
Disorderly Conduct,CJ Term,0.6875,Decimal number,10,,,91.47777777777779,3.0,15.0,60.0,182.5,304.1666666666667,96.15170442873212
Disorderly Conduct,Supervision Term,0.0,text,4,                ,36,,,,,,,
Disorderly Conduct,Program Term,1.0,Decimal number,0,,,,,,,,,
Disorderly Conduct,Forfeiture,0.0,text,1,                ,48,,,,,,,
Disorderly Conduct,Outcome Description,0.0,text,4,Dismissal          ,17,,,,,,,
Drug Violation,index,0.0,Whole Number,4315,,,16419.48736964079,19.0,8982.5,16300.0,24082.5,30682.0,8675.601951970599
Drug Violation,Incident Datetime,0.0,text,1689,2018/04/12 12:30:00 PM,18,,,,,,,
Drug Violation,Incident Date,0.0,text,786,2018/04/12,41,,,,,,,
Drug Violation,Incident Time,0.0,text,796,16:00,49,,,,,,,
Drug Violation,Incident Year,0.0,Whole Number,5,,,2018.8171494785631,2018.0,2018.0,2019.0,2019.0,2022.0,0.8733857801937137
Drug Violation,Incident Day of Week,0.0,text,7,Wednesday,894,,,,,,,
Drug Violation,Report Datetime,0.0,text,1700,2018/04/12 12:34:00 PM,18,,,,,,,
Drug Violation,Row ID,0.0,Whole Number,3352,,,78768074703.05678,61938616623.0,69710316381.0,77196816710.0,87233016657.0,112059516650.0,10937796577.307915
Drug Violation,Incident ID,0.0,Whole Number,1765,,,787680.5819235226,619386.0,697103.0,771968.0,872330.0,1120595.0,109377.96580310102
Drug Violation,Incident Number,0.0,text,1598,180854628,27,,,,,,,
Drug Violation,CAD Number,0.0050984936268829665,Decimal number,1633,,,190083292.32401583,173543270.0,182092634.0,190481854.0,193243405.0,999999999.0,15060729.004191061
Drug Violation,Report Type Code,0.0,text,4,II,3747,,,,,,,
Drug Violation,Report Type Description,0.0,text,4,Initial,3747,,,,,,,
Drug Violation,Incident Code,0.0,Whole Number,45,,,16510.70451911935,16010.0,16325.0,16623.0,16652.0,16780.0,234.99195789210145
Drug Violation,Incident Category,0.0,text,2,Drug Offense,4227,,,,,,,
Drug Violation,Incident Subcategory,0.0,text,1,Drug Violation,4315,,,,,,,
Drug Violation,Incident Description,0.0,text,45,"Cocaine, Base/rock, Possession For Sale",777,,,,,,,
Drug Violation,Resolution,0.0,text,2,Cite or Arrest Adult,4224,,,,,,,
Drug Violation,Intersection,0.002085747392815759,text,494,GOLDEN GATE AVE \ HYDE ST,395,,,,,,,
Drug Violation,CNN,0.002085747392815759,Decimal number,495,,,25095378.07710172,20064000.0,24319000.0,24440000.0,25152000.0,51307000.0,2016605.7952528216
Drug Violation,Police District,0.0,text,11,Tenderloin,2669,,,,,,,
Drug Violation,Analysis Neighborhood,0.002085747392815759,text,37,Tenderloin,2576,,,,,,,
Drug Violation,Supervisor District,0.002085747392815759,Decimal number,11,,,6.175801207617278,1.0,6.0,6.0,6.0,11.0,1.4943889234563619
Drug Violation,Latitude,0.002085747392815759,Decimal number,495,,,37.77689938039301,37.709539891678034,37.77745741894575,37.78144749392477,37.78258503232177,37.80748251193778,0.013306722742900071
Drug Violation,Longitude,0.002085747392815759,Decimal number,495,,,-122.4176440761898,-122.50989475109743,-122.41799627043912,-122.41569387441228,-122.41366884565058,-122.3813991223975,0.012781115458008082
Drug Violation,Neighborhoods,0.010196987253765933,Decimal number,82,,,31.277452587216107,3.0,20.0,21.0,32.0,112.0,20.901285880258143
Drug Violation,ESNCAG - Boundary File,0.9995365005793743,Decimal number,1,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Drug Violation,Central Market/Tenderloin Boundary Polygon - Updated,0.29269988412514486,Decimal number,1,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Drug Violation,Civic Center Harm Reduction Project Boundary,0.33719582850521435,Decimal number,1,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Drug Violation,HSOC Zones as of 2018-06-05,0.3601390498261877,Decimal number,5,,,1.290112278160087,1.0,1.0,1.0,1.0,5.0,0.7881872582424267
Drug Violation,Current Supervisor Districts,0.002085747392815759,Decimal number,11,,,8.833952624245239,1.0,10.0,10.0,10.0,11.0,2.6986586820262346
Drug Violation,Current Police Districts,0.002317497103128621,Decimal number,10,,,4.481068524970964,1.0,4.0,5.0,5.0,10.0,1.7942951653830514
Drug Violation,ID,0.0,Whole Number,2040,,,58866.52282734647,46770.0,53452.5,58756.0,64716.0,70610.0,6448.164788572725
Drug Violation,Court Number,0.0,Whole Number,1740,,,18575097.33371958,2506481.0,18011226.0,19002411.0,19018163.0,21004730.0,2194550.259036275
Drug Violation,Arrest Date_x,0.0,text,866,2018/09/05,29,,,,,,,
Drug Violation,Filed Case Type,0.0,text,3,Felony,3394,,,,,,,
Drug Violation,List of Filed Charges,0.0,text,1176,",11351,11351.5,11378,32,",154,,,,,,,
Drug Violation,Crime Type,0.0,text,34,DRUG,3539,,,,,,,
Drug Violation,Crime Description,0.0,text,39,Narcotics,3539,,,,,,,
Drug Violation,Type,0.0,text,2,New Filing,3689,,,,,,,
Drug Violation,Filing.Date,0.0,Date + time,632,,,2019-04-23 18:19:56.384704256,2018-01-02 00:00:00,2018-08-14 12:00:00,2019-03-04 00:00:00,2019-12-06 00:00:00,2021-08-05 00:00:00,
Drug Violation,Status,0.0,text,2,CLO,4300,,,,,,,
Drug Violation,Attempt,0.0,Decimal number,2,,,0.004634994206257242,0.0,0.0,0.0,0.0,1.0,0.06793070338698576
Drug Violation,Filed.Charge.List,0.0,text,1382,"11351.5/F/0, 11351/F/0",34,,,,,,,
Drug Violation,Case.Dispo,0.0,Whole Number,35,,,140.0811123986095,40.0,72.0,190.0,190.0,999.0,77.85984640143589
Drug Violation,Case.Dispo.Date,0.004171494785631518,Date + time,705,,,2019-10-22 07:32:04.412380928,2018-01-05 00:00:00,2018-12-27 00:00:00,2019-09-17 00:00:00,2020-08-17 00:00:00,2021-12-01 00:00:00,
Drug Violation,Dispo.Description,0.004171494785631518,text,33,County Jail w/ Probation Condition,2037,,,,,,,
Drug Violation,Arrest Date_y,0.0,text,784,2018-04-12 00:00:00,41,,,,,,,
Drug Violation,Filing Date,0.0,Date + time,633,,,2019-04-24 08:43:56.384704512,2018-01-02 00:00:00,2018-08-14 12:00:00,2019-03-04 00:00:00,2019-12-06 00:00:00,2021-08-05 00:00:00,
Drug Violation,Dispo Code,0.0,text,34,190.0,2037.0,,,,,,,
Drug Violation,Dispo Description,0.0,text,34,County Jail W/ Probation Condi,2037,,,,,,,
Drug Violation,Dispo Date,0.0,Date + time,707,,,2019-10-22 20:52:46.998841344,2018-01-05 00:00:00,2018-12-28 00:00:00,2019-09-17 00:00:00,2020-08-17 00:00:00,2021-12-07 00:00:00,
Drug Violation,Case Stage,0.0,text,20,Preliminary Hearing ,1091,,,,,,,
Drug Violation,Custody Status,0.0,text,3,O             ,1753,,,,,,,
Drug Violation,Outcome,0.0,text,8,GP                  ,2062,,,,,,,
Drug Violation,Outcome Sub-Type,0.0,text,13,NEG                 ,2025,,,,,,,
Drug Violation,Outcome Sub-Type Description,0.0,text,13,Negotiated                  ,2025,,,,,,,
Drug Violation,Dispo Case Type,0.0,text,3,Felony         ,2823,,,,,,,
Drug Violation,Sentence Type,0.0,text,11,                              ,2314,,,,,,,
Drug Violation,SP Term,0.9728852838933951,Decimal number,9,,,1018.5683760683761,0.0,730.0,1095.0,1460.0,2311.6666666666665,479.67793621082274
Drug Violation,CJ Term,0.6254924681344148,Decimal number,120,,,61.77547442244226,0.0,3.0,17.0,68.0,2281.25,135.8856915207687
Drug Violation,Supervision Term,0.0,text,11,                ,2776,,,,,,,
Drug Violation,Program Term,0.9830822711471611,Decimal number,15,,,298.0041271513874,0.0,60.833333333333336,182.5,365.0,1095.0,341.3266811209516
Drug Violation,Forfeiture,0.0,text,19,                ,4257,,,,,,,
Drug Violation,Outcome Description,0.0,text,8,Guilty Plea        ,2062,,,,,,,
Drunkenness,index,0.0,Whole Number,41,,,12671.853658536585,739.0,6866.0,10739.0,17526.0,27651.0,7358.977566758087
Drunkenness,Incident Datetime,0.0,text,32,2020/09/28 09:30:00 AM,8,,,,,,,
Drunkenness,Incident Date,0.0,text,32,2020/09/28,8,,,,,,,
Drunkenness,Incident Time,0.0,text,32,09:30,8,,,,,,,
Drunkenness,Incident Year,0.0,Whole Number,4,,,2018.9024390243903,2018.0,2018.0,2019.0,2019.0,2021.0,0.8308091853362145
Drunkenness,Incident Day of Week,0.0,text,7,Monday,10,,,,,,,
Drunkenness,Report Datetime,0.0,text,32,2020/09/28 10:00:00 AM,8,,,,,,,
Drunkenness,Row ID,0.0,Whole Number,34,,,79524989821.70732,63256119090.0,68332219090.0,78012319090.0,88053219090.0,100366019090.0,11673027026.059776
Drunkenness,Incident ID,0.0,Whole Number,34,,,795249.7073170731,632561.0,683322.0,780123.0,880532.0,1003660.0,116730.27026059775
Drunkenness,Incident Number,0.0,text,31,180489504,8,,,,,,,
Drunkenness,CAD Number,0.0,Decimal number,32,,,190617202.87804878,180155727.0,181760246.0,190744350.0,193471898.0,210400028.0,8629468.561277188
Drunkenness,Report Type Code,0.0,text,2,II,29,,,,,,,
Drunkenness,Report Type Description,0.0,text,2,Initial,29,,,,,,,
Drunkenness,Incident Code,0.0,Whole Number,1,,,19090.0,19090.0,19090.0,19090.0,19090.0,19090.0,0.0
Drunkenness,Incident Category,0.0,text,1,Disorderly Conduct,41,,,,,,,
Drunkenness,Incident Subcategory,0.0,text,1,Drunkenness,41,,,,,,,
Drunkenness,Incident Description,0.0,text,1,"Alcohol, Under Influence Of In Public Place",41,,,,,,,
Drunkenness,Resolution,0.0,text,2,Cite or Arrest Adult,39,,,,,,,
Drunkenness,Intersection,0.0,text,28,GEARY BLVD \ 14TH AVE,8,,,,,,,
Drunkenness,CNN,0.0,Decimal number,28,,,25416902.43902439,20340000.0,24282000.0,25464000.0,27374000.0,35047000.0,2503469.390714395
Drunkenness,Police District,0.0,text,9,Mission,11,,,,,,,
Drunkenness,Analysis Neighborhood,0.0,text,14,Outer Richmond,8,,,,,,,
Drunkenness,Supervisor District,0.0,Decimal number,10,,,5.560975609756097,1.0,3.0,6.0,8.0,11.0,3.130884703145461
Drunkenness,Latitude,0.0,Decimal number,28,,,37.770752542364704,37.70909807296136,37.76088893209152,37.77594986170828,37.78211941829001,37.80282769905127,0.020569471909638256
Drunkenness,Longitude,0.0,Decimal number,28,,,-122.43143313322506,-122.49748400563392,-122.44256496382047,-122.42278763487914,-122.40725467595034,-122.39802055506529,0.02788018061714339
Drunkenness,Neighborhoods,0.04878048780487805,Decimal number,15,,,41.82051282051282,5.0,21.0,38.0,53.0,106.0,30.557858662640022
Drunkenness,ESNCAG - Boundary File,1.0,Decimal number,0,,,,,,,,,
Drunkenness,Central Market/Tenderloin Boundary Polygon - Updated,0.8780487804878049,Decimal number,1,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Drunkenness,Civic Center Harm Reduction Project Boundary,0.8536585365853658,Decimal number,1,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Drunkenness,HSOC Zones as of 2018-06-05,0.6585365853658537,Decimal number,3,,,3.4285714285714284,1.0,3.0,3.0,5.0,5.0,1.6035674514745464
Drunkenness,Current Supervisor Districts,0.0,Decimal number,10,,,5.439024390243903,1.0,3.0,4.0,9.0,11.0,3.2097412706307407
Drunkenness,Current Police Districts,0.0,Decimal number,8,,,5.2926829268292686,1.0,3.0,5.0,8.0,10.0,2.874403437576434
Drunkenness,ID,0.0,Whole Number,38,,,56464.829268292684,48501.0,51531.0,57303.0,59835.0,69347.0,5342.357166562523
Drunkenness,Court Number,0.0,Whole Number,31,,,18118324.219512194,2518438.0,18009631.0,18013357.0,19004181.0,21001474.0,2585226.9588740803
Drunkenness,Arrest Date_x,0.0,text,38,2018/05/03,2,,,,,,,
Drunkenness,Filed Case Type,0.0,text,3,Misdemeanor,24,,,,,,,
Drunkenness,List of Filed Charges,0.0,text,27,",594(B)1,",10,,,,,,,
Drunkenness,Crime Type,0.0,text,9,VAN,15,,,,,,,
Drunkenness,Crime Description,0.0,text,11,Vandalism,15,,,,,,,
Drunkenness,Type,0.0,text,2,New Filing,34,,,,,,,
Drunkenness,Filing.Date,0.0,Date + time,30,,,2018-12-07 08:46:49.756097536,2018-02-08 00:00:00,2018-06-26 00:00:00,2018-08-30 00:00:00,2019-04-30 00:00:00,2021-02-11 00:00:00,
Drunkenness,Status,0.0,text,1,CLO,41,,,,,,,
Drunkenness,Attempt,0.0,Decimal number,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drunkenness,Filed.Charge.List,0.0,text,28,"594B1/F/0, 594B1/F/0, 594B1/F/0",8,,,,,,,
Drunkenness,Case.Dispo,0.0,Whole Number,11,,,108.65853658536585,40.0,68.0,72.0,190.0,191.0,58.049810402833174
Drunkenness,Case.Dispo.Date,0.0,Date + time,31,,,2019-08-07 01:45:21.951219456,2018-03-23 00:00:00,2018-10-19 00:00:00,2019-06-14 00:00:00,2020-04-01 00:00:00,2021-11-12 00:00:00,
Drunkenness,Dispo.Description,0.0,text,11,1385 PC - Interest Of Justice,14,,,,,,,
Drunkenness,Arrest Date_y,0.0,text,31,2018-08-05 00:00:00,8,,,,,,,
Drunkenness,Filing Date,0.0,Date + time,30,,,2018-12-07 08:46:49.756097536,2018-02-08 00:00:00,2018-06-26 00:00:00,2018-08-30 00:00:00,2019-04-30 00:00:00,2021-02-11 00:00:00,
Drunkenness,Dispo Code,0.0,text,11,68.0,14.0,,,,,,,
Drunkenness,Dispo Description,0.0,text,11,1385 PC - Interest Of Justice ,14,,,,,,,
Drunkenness,Dispo Date,0.0,Date + time,31,,,2019-08-07 01:45:21.951219456,2018-03-23 00:00:00,2018-10-19 00:00:00,2019-06-14 00:00:00,2020-04-01 00:00:00,2021-11-12 00:00:00,
Drunkenness,Case Stage,0.0,text,10,                    ,12,,,,,,,
Drunkenness,Custody Status,0.0,text,3,              ,17,,,,,,,
Drunkenness,Outcome,0.0,text,6,DIM                 ,12,,,,,,,
Drunkenness,Outcome Sub-Type,0.0,text,7,DAD                 ,12,,,,,,,
Drunkenness,Outcome Sub-Type Description,0.0,text,7,DA Dismissal                ,12,,,,,,,
Drunkenness,Dispo Case Type,0.0,text,2,Misdemeanor    ,35,,,,,,,
Drunkenness,Sentence Type,0.0,text,3,                              ,29,,,,,,,
Drunkenness,SP Term,1.0,Decimal number,0,,,,,,,,,
Drunkenness,CJ Term,0.926829268292683,Decimal number,2,,,2.6666666666666665,2.0,2.5,3.0,3.0,3.0,0.5773502691896258
